timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms,tcp_flags
2026-06-18T14:00:00Z,1.1.1.1,10.0.0.5,53,20652,UDP,1,1122,9,
2026-06-18T14:00:00Z,8.8.39.1,10.0.0.5,53,18113,UDP,1,867,6,
2026-06-18T14:00:00Z,8.8.7.1,10.0.0.5,53,62084,UDP,1,636,3,
2026-06-18T14:00:00Z,1.1.44.1,10.0.0.5,53,2045,UDP,1,950,9,
2026-06-18T14:00:00Z,1.1.42.1,10.0.0.5,53,18802,UDP,1,4060,2,
2026-06-18T14:00:00Z,8.8.43.1,10.0.0.5,53,54046,UDP,1,3081,7,
2026-06-18T14:00:00Z,8.8.21.1,10.0.0.5,53,41796,UDP,1,3924,5,
2026-06-18T14:00:00Z,1.1.48.1,10.0.0.5,53,3697,UDP,1,960,2,
2026-06-18T14:00:00Z,8.8.40.1,10.0.0.5,53,27615,UDP,1,2099,8,
2026-06-18T14:00:00Z,8.8.50.1,10.0.0.5,53,18571,UDP,1,1129,3,
2026-06-18T14:00:00Z,1.1.8.1,10.0.0.5,53,20745,UDP,1,527,9,
2026-06-18T14:00:00Z,8.8.4.1,10.0.0.5,53,35902,UDP,1,1572,5,
2026-06-18T14:00:00Z,8.8.43.1,10.0.0.5,53,15859,UDP,1,1524,6,
2026-06-18T14:00:00Z,1.1.4.1,10.0.0.5,53,11285,UDP,1,3936,8,
2026-06-18T14:00:00Z,1.1.3.1,10.0.0.5,53,18158,UDP,1,1147,8,
2026-06-18T14:00:00Z,1.1.25.1,10.0.0.5,53,60140,UDP,1,2710,8,
2026-06-18T14:00:00Z,8.8.25.1,10.0.0.5,53,51242,UDP,1,2050,8,
2026-06-18T14:00:00Z,8.8.25.1,10.0.0.5,53,2928,UDP,1,2858,1,
2026-06-18T14:00:00Z,1.1.12.1,10.0.0.5,53,54844,UDP,1,2563,3,
2026-06-18T14:00:00Z,8.8.17.1,10.0.0.5,53,7766,UDP,1,534,10,
2026-06-18T14:00:00Z,8.8.18.1,10.0.0.5,53,21161,UDP,1,842,8,
2026-06-18T14:00:00Z,1.1.24.1,10.0.0.5,53,35193,UDP,1,3480,1,
2026-06-18T14:00:00Z,8.8.28.1,10.0.0.5,53,47253,UDP,1,3564,7,
2026-06-18T14:00:00Z,8.8.4.1,10.0.0.5,53,63894,UDP,1,2689,1,
2026-06-18T14:00:01Z,1.1.50.1,10.0.0.5,53,57533,UDP,1,3301,3,
2026-06-18T14:00:01Z,8.8.39.1,10.0.0.5,53,56056,UDP,1,3049,3,
2026-06-18T14:00:01Z,1.1.34.1,10.0.0.5,53,4535,UDP,1,3510,9,
2026-06-18T14:00:01Z,1.1.5.1,10.0.0.5,53,61700,UDP,1,3587,5,
2026-06-18T14:00:01Z,8.8.29.1,10.0.0.5,53,32906,UDP,1,600,10,
2026-06-18T14:00:01Z,8.8.13.1,10.0.0.5,53,16993,UDP,1,1807,9,
2026-06-18T14:00:01Z,1.1.15.1,10.0.0.5,53,1652,UDP,1,2852,8,
2026-06-18T14:00:01Z,1.1.48.1,10.0.0.5,53,60467,UDP,1,1904,4,
2026-06-18T14:00:01Z,1.1.28.1,10.0.0.5,53,4354,UDP,1,2660,7,
2026-06-18T14:00:01Z,8.8.31.1,10.0.0.5,53,60928,UDP,1,2601,1,
2026-06-18T14:00:01Z,8.8.13.1,10.0.0.5,53,25205,UDP,1,1119,8,
2026-06-18T14:00:01Z,8.8.46.1,10.0.0.5,53,55503,UDP,1,1058,6,
2026-06-18T14:00:01Z,1.1.43.1,10.0.0.5,53,15874,UDP,1,3244,5,
2026-06-18T14:00:01Z,1.1.26.1,10.0.0.5,53,7109,UDP,1,1565,3,
2026-06-18T14:00:01Z,8.8.17.1,10.0.0.5,53,48616,UDP,1,1242,10,
2026-06-18T14:00:01Z,8.8.14.1,10.0.0.5,53,4724,UDP,1,2751,3,
2026-06-18T14:00:01Z,1.1.29.1,10.0.0.5,53,49215,UDP,1,2607,1,
2026-06-18T14:00:01Z,1.1.50.1,10.0.0.5,53,31298,UDP,1,1971,7,
2026-06-18T14:00:01Z,1.1.24.1,10.0.0.5,53,54417,UDP,1,2851,8,
2026-06-18T14:00:01Z,1.1.24.1,10.0.0.5,53,34660,UDP,1,2207,2,
2026-06-18T14:00:01Z,1.1.7.1,10.0.0.5,53,35578,UDP,1,1660,6,
2026-06-18T14:00:01Z,8.8.49.1,10.0.0.5,53,45084,UDP,1,1022,4,
2026-06-18T14:00:01Z,1.1.38.1,10.0.0.5,53,22477,UDP,1,2049,10,
2026-06-18T14:00:01Z,8.8.10.1,10.0.0.5,53,51207,UDP,1,2471,7,
2026-06-18T14:00:01Z,8.8.39.1,10.0.0.5,53,54373,UDP,1,3724,1,
2026-06-18T14:00:01Z,1.1.42.1,10.0.0.5,53,30365,UDP,1,2107,7,
2026-06-18T14:00:01Z,1.1.12.1,10.0.0.5,53,37998,UDP,1,3582,1,
2026-06-18T14:00:01Z,8.8.11.1,10.0.0.5,53,17435,UDP,1,1394,1,
2026-06-18T14:00:01Z,8.8.19.1,10.0.0.5,53,35914,UDP,1,1841,5,
2026-06-18T14:00:01Z,1.1.18.1,10.0.0.5,53,14638,UDP,1,2279,9,
2026-06-18T14:00:01Z,8.8.38.1,10.0.0.5,53,1763,UDP,1,1346,2,
2026-06-18T14:00:01Z,1.1.46.1,10.0.0.5,53,8421,UDP,1,3199,3,
2026-06-18T14:00:01Z,8.8.9.1,10.0.0.5,53,37368,UDP,1,2095,4,
2026-06-18T14:00:01Z,8.8.41.1,10.0.0.5,53,11451,UDP,1,576,3,
2026-06-18T14:00:01Z,1.1.40.1,10.0.0.5,53,13162,UDP,1,713,1,
2026-06-18T14:00:01Z,8.8.30.1,10.0.0.5,53,29693,UDP,1,2828,3,
2026-06-18T14:00:01Z,1.1.35.1,10.0.0.5,53,51474,UDP,1,3415,7,
2026-06-18T14:00:01Z,1.1.40.1,10.0.0.5,53,6311,UDP,1,3777,8,
2026-06-18T14:00:01Z,1.1.16.1,10.0.0.5,53,11184,UDP,1,968,1,
2026-06-18T14:00:01Z,8.8.45.1,10.0.0.5,53,41716,UDP,1,724,9,
2026-06-18T14:00:01Z,1.1.17.1,10.0.0.5,53,52052,UDP,1,3714,3,
2026-06-18T14:00:01Z,8.8.12.1,10.0.0.5,53,47298,UDP,1,3688,7,
2026-06-18T14:00:01Z,8.8.40.1,10.0.0.5,53,28655,UDP,1,1730,4,
2026-06-18T14:00:01Z,8.8.34.1,10.0.0.5,53,19476,UDP,1,3813,10,
2026-06-18T14:00:01Z,1.1.42.1,10.0.0.5,53,37329,UDP,1,2222,5,
2026-06-18T14:00:01Z,8.8.36.1,10.0.0.5,53,49731,UDP,1,3443,4,
2026-06-18T14:00:01Z,8.8.13.1,10.0.0.5,53,56030,UDP,1,3182,2,
2026-06-18T14:00:01Z,8.8.21.1,10.0.0.5,53,4106,UDP,1,4024,2,
2026-06-18T14:00:01Z,1.1.47.1,10.0.0.5,53,17696,UDP,1,1124,4,
2026-06-18T14:00:01Z,1.1.30.1,10.0.0.5,53,21038,UDP,1,922,2,
2026-06-18T14:00:01Z,1.1.14.1,10.0.0.5,53,29959,UDP,1,2964,2,
2026-06-18T14:00:01Z,8.8.6.1,10.0.0.5,53,47186,UDP,1,2869,9,
2026-06-18T14:00:01Z,1.1.4.1,10.0.0.5,53,9990,UDP,1,3419,8,
2026-06-18T14:00:01Z,8.8.30.1,10.0.0.5,53,32359,UDP,1,1870,6,
2026-06-18T14:00:01Z,8.8.16.1,10.0.0.5,53,1157,UDP,1,3430,8,
2026-06-18T14:00:01Z,8.8.12.1,10.0.0.5,53,46660,UDP,1,926,5,
2026-06-18T14:00:01Z,1.1.8.1,10.0.0.5,53,2027,UDP,1,2238,3,
2026-06-18T14:00:01Z,1.1.41.1,10.0.0.5,53,1103,UDP,1,3101,9,
2026-06-18T14:00:01Z,8.8.18.1,10.0.0.5,53,17002,UDP,1,1936,3,
2026-06-18T14:00:01Z,1.1.5.1,10.0.0.5,53,60376,UDP,1,2299,1,
2026-06-18T14:00:01Z,8.8.46.1,10.0.0.5,53,24767,UDP,1,1857,6,
2026-06-18T14:00:01Z,1.1.46.1,10.0.0.5,53,13665,UDP,1,950,3,
2026-06-18T14:00:01Z,1.1.45.1,10.0.0.5,53,11506,UDP,1,2819,3,
2026-06-18T14:00:01Z,1.1.31.1,10.0.0.5,53,29028,UDP,1,744,10,
2026-06-18T14:00:01Z,1.1.6.1,10.0.0.5,53,51478,UDP,1,1016,8,
2026-06-18T14:00:01Z,1.1.3.1,10.0.0.5,53,37177,UDP,1,1365,3,
2026-06-18T14:00:01Z,1.1.30.1,10.0.0.5,53,63270,UDP,1,2054,1,
2026-06-18T14:00:01Z,1.1.1.1,10.0.0.5,53,52775,UDP,1,2124,6,
2026-06-18T14:00:01Z,1.1.5.1,10.0.0.5,53,27251,UDP,1,1689,2,
2026-06-18T14:00:01Z,1.1.22.1,10.0.0.5,53,16906,UDP,1,2154,3,
2026-06-18T14:00:01Z,1.1.27.1,10.0.0.5,53,50246,UDP,1,2799,1,
2026-06-18T14:00:01Z,1.1.10.1,10.0.0.5,53,29890,UDP,1,933,9,
2026-06-18T14:00:01Z,1.1.47.1,10.0.0.5,53,34604,UDP,1,3471,8,
2026-06-18T14:00:01Z,1.1.46.1,10.0.0.5,53,10392,UDP,1,3703,9,
2026-06-18T14:00:01Z,8.8.6.1,10.0.0.5,53,37407,UDP,1,3472,4,
2026-06-18T14:00:01Z,8.8.4.1,10.0.0.5,53,16831,UDP,1,2291,1,
2026-06-18T14:00:01Z,1.1.14.1,10.0.0.5,53,18910,UDP,1,2251,1,
2026-06-18T14:00:01Z,1.1.50.1,10.0.0.5,53,23937,UDP,1,1293,8,
2026-06-18T14:00:01Z,1.1.2.1,10.0.0.5,53,56623,UDP,1,3034,3,
2026-06-18T14:00:01Z,1.1.7.1,10.0.0.5,53,51558,UDP,1,1355,7,
2026-06-18T14:00:01Z,1.1.47.1,10.0.0.5,53,38218,UDP,1,2122,1,
2026-06-18T14:00:01Z,1.1.1.1,10.0.0.5,53,27425,UDP,1,1420,4,
2026-06-18T14:00:01Z,1.1.23.1,10.0.0.5,53,58638,UDP,1,2244,4,
2026-06-18T14:00:01Z,8.8.5.1,10.0.0.5,53,3452,UDP,1,3375,1,
2026-06-18T14:00:01Z,1.1.8.1,10.0.0.5,53,35410,UDP,1,3477,10,
2026-06-18T14:00:01Z,1.1.1.1,10.0.0.5,53,27374,UDP,1,4094,9,
2026-06-18T14:00:01Z,8.8.17.1,10.0.0.5,53,57747,UDP,1,2368,2,
2026-06-18T14:00:01Z,1.1.14.1,10.0.0.5,53,64538,UDP,1,2517,10,
2026-06-18T14:00:01Z,1.1.31.1,10.0.0.5,53,30367,UDP,1,845,9,
2026-06-18T14:00:01Z,1.1.16.1,10.0.0.5,53,46209,UDP,1,2594,1,
2026-06-18T14:00:01Z,8.8.8.1,10.0.0.5,53,47615,UDP,1,3779,8,
2026-06-18T14:00:01Z,1.1.32.1,10.0.0.5,53,12635,UDP,1,1493,2,
2026-06-18T14:00:01Z,8.8.4.1,10.0.0.5,53,28553,UDP,1,3386,9,
2026-06-18T14:00:01Z,8.8.27.1,10.0.0.5,53,31527,UDP,1,2479,1,
2026-06-18T14:00:01Z,1.1.4.1,10.0.0.5,53,55349,UDP,1,682,4,
2026-06-18T14:00:01Z,8.8.36.1,10.0.0.5,53,48926,UDP,1,3795,8,
2026-06-18T14:00:01Z,1.1.18.1,10.0.0.5,53,64178,UDP,1,1120,3,
2026-06-18T14:00:01Z,8.8.20.1,10.0.0.5,53,53039,UDP,1,3887,1,
2026-06-18T14:00:01Z,8.8.23.1,10.0.0.5,53,38076,UDP,1,785,5,
2026-06-18T14:00:01Z,8.8.22.1,10.0.0.5,53,46593,UDP,1,2461,4,
2026-06-18T14:00:02Z,1.1.36.1,10.0.0.5,53,33399,UDP,1,519,10,
2026-06-18T14:00:02Z,1.1.42.1,10.0.0.5,53,17315,UDP,1,790,8,
2026-06-18T14:00:02Z,1.1.50.1,10.0.0.5,53,8654,UDP,1,776,10,
2026-06-18T14:00:02Z,8.8.9.1,10.0.0.5,53,26431,UDP,1,2670,3,
2026-06-18T14:00:02Z,8.8.25.1,10.0.0.5,53,37932,UDP,1,743,1,
2026-06-18T14:00:02Z,8.8.49.1,10.0.0.5,53,41976,UDP,1,1353,8,
2026-06-18T14:00:02Z,1.1.37.1,10.0.0.5,53,53736,UDP,1,1857,3,
2026-06-18T14:00:02Z,1.1.8.1,10.0.0.5,53,42236,UDP,1,2970,3,
2026-06-18T14:00:02Z,8.8.18.1,10.0.0.5,53,56021,UDP,1,1496,10,
2026-06-18T14:00:02Z,1.1.17.1,10.0.0.5,53,62482,UDP,1,3736,10,
2026-06-18T14:00:02Z,1.1.40.1,10.0.0.5,53,6103,UDP,1,2575,7,
2026-06-18T14:00:02Z,1.1.16.1,10.0.0.5,53,54260,UDP,1,1206,7,
2026-06-18T14:00:02Z,1.1.30.1,10.0.0.5,53,28135,UDP,1,1518,5,
2026-06-18T14:00:02Z,8.8.37.1,10.0.0.5,53,30599,UDP,1,3671,1,
2026-06-18T14:00:02Z,8.8.14.1,10.0.0.5,53,51109,UDP,1,2324,8,
2026-06-18T14:00:02Z,8.8.31.1,10.0.0.5,53,47755,UDP,1,3260,3,
2026-06-18T14:00:02Z,8.8.34.1,10.0.0.5,53,2357,UDP,1,3460,8,
2026-06-18T14:00:02Z,8.8.28.1,10.0.0.5,53,37730,UDP,1,1640,10,
2026-06-18T14:00:02Z,1.1.19.1,10.0.0.5,53,60753,UDP,1,3816,10,
2026-06-18T14:00:02Z,8.8.1.1,10.0.0.5,53,44420,UDP,1,3712,10,
2026-06-18T14:00:02Z,8.8.17.1,10.0.0.5,53,28716,UDP,1,1864,4,
2026-06-18T14:00:02Z,1.1.7.1,10.0.0.5,53,2201,UDP,1,3346,7,
2026-06-18T14:00:02Z,8.8.35.1,10.0.0.5,53,7601,UDP,1,1078,1,
2026-06-18T14:00:02Z,8.8.43.1,10.0.0.5,53,29996,UDP,1,627,2,
2026-06-18T14:00:02Z,8.8.10.1,10.0.0.5,53,8196,UDP,1,2006,2,
2026-06-18T14:00:02Z,1.1.30.1,10.0.0.5,53,51157,UDP,1,3232,3,
2026-06-18T14:00:02Z,1.1.46.1,10.0.0.5,53,38342,UDP,1,2502,10,
2026-06-18T14:00:02Z,1.1.10.1,10.0.0.5,53,38728,UDP,1,3439,1,
2026-06-18T14:00:02Z,1.1.10.1,10.0.0.5,53,34550,UDP,1,3446,1,
2026-06-18T14:00:02Z,1.1.30.1,10.0.0.5,53,23294,UDP,1,2777,6,
2026-06-18T14:00:02Z,8.8.11.1,10.0.0.5,53,59195,UDP,1,2176,7,
2026-06-18T14:00:02Z,8.8.11.1,10.0.0.5,53,40039,UDP,1,1369,6,
2026-06-18T14:00:02Z,8.8.20.1,10.0.0.5,53,8797,UDP,1,2862,3,
2026-06-18T14:00:02Z,8.8.10.1,10.0.0.5,53,26461,UDP,1,2900,5,
2026-06-18T14:00:02Z,1.1.38.1,10.0.0.5,53,33526,UDP,1,1680,7,
2026-06-18T14:00:02Z,8.8.26.1,10.0.0.5,53,33586,UDP,1,1304,2,
2026-06-18T14:00:02Z,1.1.24.1,10.0.0.5,53,36167,UDP,1,2085,5,
2026-06-18T14:00:02Z,8.8.6.1,10.0.0.5,53,6117,UDP,1,1764,8,
2026-06-18T14:00:02Z,8.8.26.1,10.0.0.5,53,31980,UDP,1,544,1,
2026-06-18T14:00:02Z,1.1.5.1,10.0.0.5,53,35123,UDP,1,803,8,
2026-06-18T14:00:02Z,1.1.29.1,10.0.0.5,53,21062,UDP,1,1372,2,
2026-06-18T14:00:02Z,1.1.28.1,10.0.0.5,53,41462,UDP,1,3336,6,
2026-06-18T14:00:02Z,8.8.2.1,10.0.0.5,53,20766,UDP,1,2441,1,
2026-06-18T14:00:02Z,1.1.34.1,10.0.0.5,53,11903,UDP,1,2670,6,
2026-06-18T14:00:02Z,8.8.5.1,10.0.0.5,53,53280,UDP,1,1707,7,
2026-06-18T14:00:02Z,8.8.1.1,10.0.0.5,53,60790,UDP,1,2245,3,
2026-06-18T14:00:02Z,1.1.38.1,10.0.0.5,53,63996,UDP,1,2240,1,
2026-06-18T14:00:02Z,8.8.48.1,10.0.0.5,53,11089,UDP,1,1193,6,
2026-06-18T14:00:02Z,1.1.49.1,10.0.0.5,53,59492,UDP,1,3268,7,
2026-06-18T14:00:02Z,8.8.32.1,10.0.0.5,53,20637,UDP,1,4062,9,
2026-06-18T14:00:02Z,1.1.12.1,10.0.0.5,53,14543,UDP,1,606,2,
2026-06-18T14:00:02Z,8.8.41.1,10.0.0.5,53,12092,UDP,1,740,4,
2026-06-18T14:00:02Z,8.8.29.1,10.0.0.5,53,19464,UDP,1,1971,10,
2026-06-18T14:00:02Z,1.1.2.1,10.0.0.5,53,56184,UDP,1,2638,5,
2026-06-18T14:00:02Z,8.8.2.1,10.0.0.5,53,1964,UDP,1,3535,4,
2026-06-18T14:00:02Z,1.1.47.1,10.0.0.5,53,63106,UDP,1,1570,2,
2026-06-18T14:00:02Z,1.1.21.1,10.0.0.5,53,48947,UDP,1,3509,4,
2026-06-18T14:00:02Z,8.8.18.1,10.0.0.5,53,7868,UDP,1,2218,7,
2026-06-18T14:00:02Z,1.1.7.1,10.0.0.5,53,54447,UDP,1,1718,6,
2026-06-18T14:00:02Z,1.1.22.1,10.0.0.5,53,17773,UDP,1,776,7,
2026-06-18T14:00:02Z,8.8.37.1,10.0.0.5,53,43588,UDP,1,1443,7,
2026-06-18T14:00:02Z,8.8.16.1,10.0.0.5,53,32612,UDP,1,1517,2,
2026-06-18T14:00:02Z,8.8.9.1,10.0.0.5,53,14553,UDP,1,991,6,
2026-06-18T14:00:02Z,8.8.28.1,10.0.0.5,53,12093,UDP,1,3288,2,
2026-06-18T14:00:02Z,1.1.34.1,10.0.0.5,53,23715,UDP,1,2145,4,
2026-06-18T14:00:02Z,8.8.25.1,10.0.0.5,53,39841,UDP,1,2620,6,
2026-06-18T14:00:02Z,8.8.16.1,10.0.0.5,53,6200,UDP,1,3302,6,
2026-06-18T14:00:02Z,1.1.3.1,10.0.0.5,53,31636,UDP,1,3329,7,
2026-06-18T14:00:02Z,8.8.50.1,10.0.0.5,53,27148,UDP,1,821,6,
2026-06-18T14:00:02Z,1.1.23.1,10.0.0.5,53,28124,UDP,1,2592,3,
2026-06-18T14:00:02Z,8.8.34.1,10.0.0.5,53,20436,UDP,1,3714,7,
2026-06-18T14:00:02Z,1.1.12.1,10.0.0.5,53,36815,UDP,1,790,9,
2026-06-18T14:00:02Z,8.8.19.1,10.0.0.5,53,60637,UDP,1,3956,2,
2026-06-18T14:00:02Z,8.8.46.1,10.0.0.5,53,44021,UDP,1,3911,10,
2026-06-18T14:00:02Z,8.8.2.1,10.0.0.5,53,42015,UDP,1,1873,6,
2026-06-18T14:00:02Z,1.1.4.1,10.0.0.5,53,39014,UDP,1,2211,9,
2026-06-18T14:00:02Z,8.8.50.1,10.0.0.5,53,62942,UDP,1,1155,2,
2026-06-18T14:00:02Z,1.1.34.1,10.0.0.5,53,15023,UDP,1,3462,7,
2026-06-18T14:00:02Z,1.1.31.1,10.0.0.5,53,57416,UDP,1,2575,2,
2026-06-18T14:00:02Z,1.1.28.1,10.0.0.5,53,48108,UDP,1,1357,2,
2026-06-18T14:00:02Z,1.1.36.1,10.0.0.5,53,56594,UDP,1,3102,7,
2026-06-18T14:00:02Z,1.1.3.1,10.0.0.5,53,33082,UDP,1,3267,9,
2026-06-18T14:00:02Z,8.8.27.1,10.0.0.5,53,27443,UDP,1,2831,2,
2026-06-18T14:00:02Z,8.8.35.1,10.0.0.5,53,30438,UDP,1,3360,8,
2026-06-18T14:00:02Z,8.8.1.1,10.0.0.5,53,25050,UDP,1,3893,4,
2026-06-18T14:00:02Z,8.8.37.1,10.0.0.5,53,33649,UDP,1,3943,5,
2026-06-18T14:00:02Z,8.8.24.1,10.0.0.5,53,25576,UDP,1,3304,5,
2026-06-18T14:00:02Z,1.1.43.1,10.0.0.5,53,23119,UDP,1,4069,5,
2026-06-18T14:00:02Z,8.8.24.1,10.0.0.5,53,3896,UDP,1,1803,2,
2026-06-18T14:00:02Z,1.1.48.1,10.0.0.5,53,10655,UDP,1,1462,5,
